Code;NameRu;NameEn;NameUa;CountryCode;CityCode;Popularity;Latitude;Longitude
OKD;Okadama;Okadama;Okadama;JP;SPK;0;43.1156;141.385
OKJ;Okayama;Okayama;Okayama;JP;OKJ;0;34.5867;133.936
OKO;Yokota Afb;Yokota Afb;Yokota Afb;JP;TYO;0;35.75;139.35
OLB;Costa Smeralda;Costa Smeralda;Costa Smeralda;IT;OLB;6;40.8664;9.50028
OLM;Олимпия;Olympia;Олімпія;US;OLM;0;46.9736;-122.903
OLP;Olympic Dam;Olympic Dam;Olympic Dam;AU;OLP;0;-31;136
OLS;Международный;International;Міждународний;US;OLS;0;31.4167;-110.85
OMA;Eppley аэродром;Eppley Airfield;Епплей аеродром;US;OMA;0;41.3025;-95.8942
OMD;Oranjemund;Oranjemund;Oranjemund;NA;OMD;0;-28.5833;16.45
OME;Nome;Nome;Nome;US;OME;0;64.5114;-165.442
OMO;Mostar;Mostar;Mostar;BA;OMO;7;43.2856;17.8467
OMR;Oradea;Oradea;Oradea;RO;OMR;0;47.0275;21.9031
OMS;Омск;Omsk;Омськ;RU;OMS;33;54.9667;73.3
ONG;Морнингтон;Mornington;Морнінгтон;AU;ONG;0;-16.5833;139.3
ONJ;Odate Noshiro;Odate Noshiro;Odate Noshiro;JP;ONJ;0;40.1892;140.375
ONP;Newport;Newport;Newport;US;ONP;0;44.6333;-124.05
ONT;Онтарио;Ontario;Онтаріо;US;ONT;0;34.0572;-117.608
OOL;Gold Coast;Gold Coast;Gold Coast;AU;OOL;0;-28.1644;153.505
OPF;Opa Locka;Opa Locka;Opa Locka;US;MIA;0;25.9;-80.2833
OPO;Порто;Porto;Порто;PT;OPO;38;41.1678;-8.66667
ORB;Orebro Bofors;Orebro Bofors;Orebro Bofors;SE;ORB;0;59.2833;15.2167
ORD;O'Хара;O'Hare;O'Хара;US;CHI;19;41.9781;-87.9061
ORF;Норфолк;Norfolk;Норфолк;US;ORF;0;36.8958;-76.2014
ORK;Корк;Cork;Корк;IE;ORK;16;51.8433;-8.49028
ORL;Herndon;Herndon;Herndon;US;ORL;2;28.5442;-81.3356
ORN;Es Senia;Es Senia;Es Senia;DZ;ORN;38;35.6278;-0.610556
ORY;Орли;Orly;Орлі;FR;PAR;1131;48.7289;2.35722
OSD;Froesoe;Froesoe;Froesoe;SE;OSD;0;63.1986;14.4944
OSK;Оскарсхамн;Oskarshamn;Оскарсхамн;SE;OSK;0;57.2667;16.4333
OSL;Осло;Oslo;Осло;NO;OSL;152;60.2;11.0833
OSR;Mosnov;Mosnov;Mosnov;CZ;OSR;1;49.7;18.1333
OST;Ostend;Ostend;Ostend;BE;OST;0;51.1997;2.86361
OSU;Ohio State Univ;Ohio State Univ;Ohio State Univ;US;CMH;0;40.0781;-83.0733
OSY;Namsos;Namsos;Namsos;NO;OSY;0;64.4667;11.6
OTH;North Bend;North Bend;North Bend;US;OTH;0;43.4189;-124.24
OTP;Otopeni;Otopeni;Otopeni;RO;BUH;140;44.5667;26.1
OTZ;Ralph Wien Memorial;Ralph Wien Memorial;Ralph Wien Memorial;US;OTZ;0;66.8881;-162.606
OUA;Угадугу;Ouagadougou;Угадугу;BF;OUA;0;12.3528;-1.51278
OUD;Les Angades;Les Angades;Les Angades;MA;OUD;0;34.7833;-1.93333
OUL;Оулу;Oulu;Оулу;FI;OUL;0;64.9292;25.3583
OUZ;Zouerate;Zouerate;Zouerate;MR;OUZ;0;22.7333;-12.35
OVB;Толмачево;Tolmachevo;Толмачьово;RU;OVB;36;55.0167;82.6167
OVD;Asturias;Asturias;Asturias;ES;OVD;0;43.5667;-6.03333
OWD;Norwood Ma;Norwood Ma;Norwood Ma;US;OWD;0;42;-71
OXB;Osvaldo Viera;Airport Osvaldo Viera;Osvaldo Viera;GW;OXB;0;11.8889;-15.6572
OXR;Oxnard Ventura;Oxnard Ventura;Oxnard Ventura;US;OXR;0;34.2011;-119.206
OZH;Запорожье;Zaporozhye;Запоріжжя;UA;OZH;0;47.8675;35.3158
OZZ;Ourzazate;Ourzazate;Ourzazate;MA;OZZ;0;30.9167;-6.91667
PAD;Paderborn;Paderborn;Paderborn;DE;PAD;0;51.615;8.62111
PAE;Snohomish окр.;Snohomish Cty;Snohomish окр.;US;PAE;0;47.9097;-122.284
PAH;Barkley региональный;Barkley Regional;Barkley региональный;US;PAH;0;37.0611;-88.7725
PAP;Mais Gate;Mais Gate;Mais Gate;HT;PAP;0;18.5606;-72.3289
PAS;Paros Community;Paros Community;Paros Community;GR;PAS;0;37.0667;25.1
PAT;Патна;Patna;Патна;IN;PAT;0;25.5906;85.09
PAZ;Tajin;Tajin;Tajin;MX;PAZ;0;20.5167;-97.4672
PBC;Huejostingo;Huejostingo;Huejostingo;MX;PBC;0;19.135;-98.3675
PBD;Porbandar;Porbandar;Porbandar;IN;PBD;0;21.6472;69.6569
PBH;Paro;Paro;Paro;BT;PBH;0;27.4333;89.4167
PBI;Палм-Бич;Palm Beach;Палм-Біч;US;PBI;0;26.6822;-80.0942
PBM;Zanderij;Zanderij;Zanderij;SR;PBM;0;5.45139;-55.1911
PBO;Paraburdoo;Paraburdoo;Paraburdoo;AU;PBO;0;-23.1667;117.75
PCL;Capitan Rolden;Capitan Rolden;Capitan Rolden;PE;PCL;0;-8.33333;-74.6333
PDG;Tabing;Tabing;Tabing;ID;PDG;0;-0.875556;100.35
PDK;Dekalb Peachtree;Dekalb Peachtree;Dekalb Peachtree;US;ATL;0;33.8833;-84.25
PDL;Nordela;Nordela;Nordela;PT;PDL;0;37.7472;-25.6819
PDP;Cap Curbelo;Cap Curbelo;Cap Curbelo;UY;PDP;0;-34.9144;-54.9192
PDT;Pendleton;Pendleton;Pendleton;US;PDT;0;45.6983;-118.836
PDV;Пловдив;Plovdiv;Пловдів;BG;PDV;0;42.3;24.7167
PDX;Портленд;Portland;Портленд;US;PDX;1;45.5892;-122.595
PEE;Пермь;Perm;Пермь;RU;PEE;21;58;56.25
PEG;Sant Egidio;Sant Egidio;Sant Egidio;IT;PEG;0;43.1333;12.3667
PEI;Matecana;Matecana;Matecana;CO;PEI;0;4.81528;-75.7422
PEK;Пекин столичный;Beijing Capital;Пекін столічний;CN;BJS;5;40.0667;116.6
PEM;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;PE;PEM;0;-12.5833;-69.2333
PEN;Penang;Penang;Penang;MY;PEN;0;5.28972;100.272
PER;Перт;Perth;Перт;AU;PER;0;-31.9317;115.968
PEV;Pecs;Pecs;Pecs;HU;PEV;0;0;0
PEW;Пешавар;Peshawar;Пешавар;PK;PEW;0;34;71.5
PEZ;Пенза;Penza;Пєнза;RU;PEZ;1;53.2167;45
PFB;Passo Fundo;Passo Fundo;Passo Fundo;BR;PFB;0;-28.25;-52.3333
PFN;Bay окр.;Bay County;Bay окр.;US;PFN;0;30.2125;-85.6819
PFO;Пафос;Paphos Intl;Пафос;CY;PFO;15;34.7167;32.4833
PGA;Page;Page;Page;US;PGA;0;36.9264;-111.447
PGF;Llabanere;Llabanere;Llabanere;FR;PGF;0;42.7408;2.87167
PGV;Pitt Greenville;Pitt Greenville;Pitt Greenville;US;PGV;0;35.6333;-77.3853
PGX;Perigueux;Perigueux;Perigueux;FR;PGX;0;45.1833;0.716667
PHC;Port Harcourt;Port Harcourt;Port Harcourt;NG;PHC;0;5.01667;6.95
PHE;Port Hedland ;Port Hedland ;Port Hedland ;AU;PHE;0;-20.3833;118.633
PHF;Williamsburg;Williamsburg;Williamsburg;US;PHF;0;37.1308;-76.4939
PHG;Port Harcourt City;Port Harcourt City;Port Harcourt City;NG;PHC;0;5.03333;6.83333
PHL;Филадельфия;Philadelphia;Філадельфія;US;PHL;20;39.8717;-75.2422
PHS;Phitsanulok;Phitsanulok;Phitsanulok;TH;PHS;0;16.7883;100.279
PHW;Phalaborwa;Phalaborwa;Phalaborwa;ZA;PHW;0;-23.9336;31.1561
PHX;Sky Harbor;Sky Harbor;Sky Harbor;US;PHX;0;33.4353;-112.012
PIA;Greater Peoria;Greater Peoria;Greater Peoria;US;PIA;0;40.6614;-89.6872
PIB;Hattiesburg Laurel региональный;Hattiesburg Laurel Regional;Hattiesburg Laurel региональный;US;LUL;0;31.4675;-89.3367
PIE;St Petersburg Clearwater;St Petersburg Clearwater;St Petersburg Clearwater;US;TPA;0;27.9167;-82.6833
PIH;Pocatello;Pocatello;Pocatello;US;PIH;0;42.9133;-112.594
PIK;Prestwick;Prestwick;Prestwick;GB;GLA;0;55.5031;-4.57556
PIR;Pierre;Pierre;Pierre;US;PIR;0;44.3836;-100.284
PIS;Biard;Biard;Biard;FR;PIS;0;46.5861;0.306389
PIT;Питтсбург;Pittsburgh;Піттсбург;US;PIT;2;40.4967;-80.2358
PIU;Piura;Piura;Piura;PE;PIU;0;-5.20167;-80.6133
PIX;Pico;Pico;Pico;PT;PIX;0;38.4667;-28.3
PIZ;Dew Station;Dew Station;Dew Station;US;PIZ;64;69.75;-163.167
PJA;Pajala Arpt;Pajala;Pajala Arpt;SE;PJA;0;67.2467;23.075
PJB;Payson;Payson;Payson;US;PJB;0;34.2611;-111.342
PKB;Wood окр.;Wood County;Вууд окр.;US;PKB;0;39.3456;-81.4389
PKC;Петропавловск-Камчатский;Petropavlovsk Kamchatskiy;Петропавловськ-Камчатский;RU;PKC;233;53.1692;158.427
PKE;Parkes;Parkes;Parkes;AU;PKE;0;-33.1308;148.243
PKG;Pangkor;Pangkor;Pangkor;MY;PKG;0;4.21667;100.7
PKR;Pokhara;Pokhara;Pokhara;NP;PKR;0;28.1972;83.9861
PKU;Simpang Tiga;Simpang Tiga;Simpang Tiga;ID;PKU;0;0.466667;101.45
PKV;Псков;Pskov;Псков;RU;PKV;1;57.8167;28.3
PLH;Roborough;Roborough;Roborough;GB;PLH;0;50.4167;-4.11667
PLJ;Placencia;Placencia;Placencia;BZ;PLJ;0;16.5333;-88.3528
PLM;Mahmud Badaruddin Li;Mahmud Badaruddin Li;Mahmud Badaruddin Li;ID;PLM;0;-2.9;104.699
PLN;Эммет окр.;Emmet Cty;Еммет окр.;US;PLN;0;45.5708;-84.7928
PLO;Port Lincoln;Port Lincoln;Port Lincoln;AU;PLO;0;-34.6061;135.881
PLQ;Паланга;Palanga;Паланга;LT;PLQ;0;55.95;21.0833
PLS;Providenciales;Providenciales;Providenciales;TC;PLS;0;21.7692;-72.2683
PLZ;Порт-Элизабет;Port Elizabeth;Порт-Элізабет;ZA;PLZ;0;-33.9861;25.6139
PMC;Tepual;Tepual;Tepual;CL;PMC;0;-41.4333;-73.1
PMF;Парма;Parma;Парма;IT;PMF;0;44.8;10.3333
PMI;Пальма-Майорка;Palma Mallorca;Пальма-Майорка;ES;PMI;143;39.5536;2.72778
PMO;Punta Raisi;Punta Raisi;Punta Raisi;IT;PMO;0;38.1667;13.1
PMR;Palmerston North;Palmerston North;Palmerston North;NZ;PMR;0;-40.3222;175.617
PMV;Delcaribe Gen S Marino;Delcaribe Gen S Marino;Delcaribe Gen S Marino;VE;PMV;0;11.0583;-64.1
PMW;Palmas;Palmas;Palmas;BR;PMW;0;-10.2417;-48.3528
PMY;El Tehuelche;El Tehuelche;El Tehuelche;AR;PMY;0;-42.7333;-65.0667
PNA;Pamplona Noain;Pamplona Noain;Pamplona Noain;ES;PNA;0;42.7694;-1.64444
PNE;С Филадельфия;N Philadelphia;С Філадельфія;US;PHL;0;40.0803;-75.0125
PNH;Pochentong;Pochentong;Pochentong;KH;PNH;1;11.5461;104.848
PNI;Pohnpei;Pohnpei;Pohnpei;FM;PNI;0;7.01667;158.236
PNQ;Lohegaon;Lohegaon;Lohegaon;IN;PNQ;1;18.5814;73.9206
PNR;Pointe Noire;Pointe Noire;Pointe Noire;CG;PNR;0;-4.81056;11.8858
PNS;Пенсакола региональный;Pensacola Regional;Пенсакола регіональний;US;PNS;0;30.4725;-87.1883
PNT;Teniente Julio Gallardo;Teniente Julio Gallardo;Teniente Julio Gallardo;CL;PNT;0;-51.6833;-72.5167
PNZ;Петролина;Petrolina Internacional;Петроліна;BR;PNZ;0;-9.39333;-40.4906
POA;Porto Alegre;Porto Alegre;Porto Alegre;BR;POA;0;-29.9933;-51.1708
POG;Port Gentil;Port Gentil;Port Gentil;GA;POG;0;-0.7125;8.75583
POM;Jackson Field;Jackson Field;Jackson Field;PG;POM;0;-9.445;147.21
POP;La Union;La Union;La Union;DO;POP;0;19.8;-70.6667
POR;Пори;Pori;Порі;FI;POR;0;61.4631;21.7972
POS;Piarco;Piarco;Piarco;TT;POS;0;10.6;-61.35
POZ;Lawica;Lawica;Lawica;PL;POZ;0;52.4169;16.8833
PPB;A De Barros;A De Barros;A De Barros;BR;PPB;0;-22.1;-51.45
PPG;Паго-Паго;Pago Pago;Паго-Паго;AS;PPG;1;-14.3264;-170.696
PPK;Петропавловск;Petropavlovsk;Петропавловськ;KZ;PPK;0;54.7833;69.1833
PPL;Phaplu;Phaplu;Phaplu;NP;PPL;1;27.5167;86.6
PPN;Machangara;Machangara;Machangara;CO;PPN;0;2.45;-76.6089
PPP;Whitsunday Coast;Whitsunday Coast;Whitsunday Coast;AU;PPP;0;-20.4961;148.557
PPS;Puerto Princesa;Puerto Princesa;Puerto Princesa;PH;PPS;0;9.74222;118.754
PPT;Таити Фа;Intl Tahiti Faaa;Таїті Фа;PF;PPT;0;-17.5472;-149.614
PPW;Papa Westray;Papa Westray;Papa Westray;GB;PPW;0;59.4167;-2.9
PQC;Duong Dang;Duong Dang;Duong Dang;VN;PQC;0;10.2333;103.967
PQI;Northern Maine Regional;Northern Maine Regional;Northern Maine Regional;US;PQI;0;46.685;-68.0475
PQQ;Port Macquarie;Port Macquarie;Port Macquarie;AU;PQQ;0;-31.4333;152.867
PRB;Пасо-Роблес окр.;Paso Robles Cty;Пасо-Роблес окр.;US;PRB;0;35.6706;-120.626
PRC;Прескотт;Prescott;Прескотт;US;PRC;0;34.65;-112.424
PRG;Ruzyne;Ruzyne;Ruzyne;CZ;PRG;327;50.1;14.2667
PRI;Praslin Island;Praslin Island;Praslin Island;SC;PRI;2;-4.31917;55.6928
PRN;Приштина;Pristina;Пріштіна;RS;PRN;4;42.5736;21.0356
PSA;Галилео Галилей;Gal Galilei;Галілео Галілей;IT;PSA;2;43.6806;10.3928
PSC;Tri Cities;Tri Cities;Tri Cities;US;PSC;0;46.2639;-119.115
PSE;Мерседита;Mercedita;Мерседіта;US;PSE;0;18.0108;-66.5636
PSG;Petersburg;Petersburg;Petersburg;US;PSG;6;56.8042;-132.943
PSM;Portsmouth Pease;Portsmouth Pease;Portsmouth Pease;US;PSM;0;43.1796;-70.8827
PSO;Cano;Cano;Cano;CO;PSO;0;1.46667;-77.25
PSP;Палм-Спрингс;Palm Springs;Палм-Спрінгс;US;PSP;0;33.8267;-116.505
PSR;Либери;Liberi;Лібері;IT;PSR;0;42.4339;14.1844
PSS;Посадас;Posadas;Посадас;AR;PSS;0;-27.3839;-55.9675
PTG;Pietersburg;Pietersburg;Pietersburg;ZA;PTG;2;-23.9167;29.9667
PTK;Окленд Понтиак;Oakland Pontiac;Окленд Понтіак;US;PTK;0;42.6647;-83.4114
PTP;Le Raizet;Le Raizet;Le Raizet;GP;PTP;0;16.2675;-61.5264
PTW;Pottstown Limerick;Pottstown Limerick;Pottstown Limerick;US;PTW;0;40.25;-75.6333
PTY;Токумен;Tocumen;Токумен;PA;PTY;1;9.08333;-79.3833
PUB;Пуэбло;Pueblo;Пуебло;US;PUB;0;38.2928;-104.496
PUF;Uzein;Uzein;Uzein;FR;PUF;0;43.38;-0.417778
PUJ;Пунта-Кана;Punta Cana;Пунта-Кана;DO;PUJ;4;18.5667;-68.3833
PUQ;Presidente Ibanez;Presidente Ibanez;Presidente Ibanez;CL;PUQ;0;-53.1264;-70.8775
PUS;Kimhae;Kimhae;Kimhae;KR;PUS;0;35.1708;129.131
PUW;Pullman Moscow;Pullman Moscow;Pullman Moscow;US;PUW;1;46.7447;-117.105
PUY;Пула;Pula;Пула;HR;PUY;3;44.8917;13.9236
PVC;Provincetown;Provincetown;Provincetown;US;PVC;0;42.0719;-70.2217
PVD;T F Green St;T F Green St;T F Green St;US;PVD;0;41.7283;-71.4261
PVG;Pu Dong;Pu Dong;Pu Dong;CN;SHA;0;31.15;121.783
PVH;Belmonte;Belmonte;Belmonte;BR;PVH;0;-8.73333;-63.9
PVK;Актион;Aktion;Актіон;GR;PVK;0;38.9264;20.7658
PVR;Ordaz;Ordaz;Ordaz;MX;PVR;0;20.6867;-105.265
PWK;Pal Waukee;Pal Waukee;Pal Waukee;US;CHI;0;41.9808;-87.9089
PWM;Портленд;Portland Jetport;Портленд;US;PWM;1;43.6444;-70.3036
PWQ;Павлодар;Pavlodar;Павлодар;KZ;PWQ;6;52.1833;77.0667
PXM;Пуэрто Эскондидо;Puerto Escondido;Пуерто Ескондідо;MX;PXM;0;15.85;-97.0833
PXO;Порто-Санто;Porto Santo;Порто-Санто;PT;PXO;0;33.0669;-16.3456
PXU;Pleiku;Pleiku;Pleiku;VN;PXU;0;14.0031;108.021
PZB;Pietermaritzburg;Pietermaritzburg;Pietermaritzburg;ZA;PZB;1;-29.6461;30.3994
PZE;Penzance;Penzance;Penzance;GB;PZE;1;50.1119;-5.51611
PZO;Puerto Ordaz;Puerto Ordaz;Puerto Ordaz;VE;PZO;0;8.305;-62.7344
QBC;Bella Colla;Bella Colla;Bella Colla;CA;QBC;0;52.3333;-126.667
QBF;Vail микроавтобусный вокзал;Vail Van Service;Ваїл мікроавтобусний вокзал;US;EGE;0;0;0
QCE;Коппер-Маунтин микроавтобусный вокзал;Copper Mountain Van Service;Коппер-Маунтін мікроавтобусний вокзал;US;QCE;0;49.3;-1.5
QDH;Ashford ж/д вокзал;Ashford Rail Station;Ashford ж/д вокзал;GB;QDH;0;0;0
QDU;Дюссельдорф ж/д вокзал;Dusseldorf Rail Station;Дюссельдорф ж/д вокзал;DE;DUS;0;51.2075;6.77333
QFZ;Саарбрюккен ж/д вокзал;Saarbruecken Rail Station;Саарбрюккен ж/д вокзал;DE;SCN;0;0;0
QJX;Нонг Хай;Nong Khai;Нонг Хай;TH;BKK;0;102.7472;17.8503
QJZ;Нант ж/д вокзал;Nantes Rail Station;Нант ж/д вокзал;FR;NTE;0;0;0
QKB;Breckenridge микроавтобусный вокзал;Breckenridge Van Service;Брекенбрідж мікроавтобусний вокзал;US;QKB;0;-28.8333;22.6167
QKL;Кельн ж/д вокзал;Cologne Railroad Station;Кельн зал. вокзал;DE;CGN;0;0;0
QKS;Keystone микроавтобусный вокзал;Keystone Van Service;Кейстоун мікроавтобусний вокзал;US;QKS;0;0;0
QLE;Leeton;Leeton;Leeton;AU;QLE;0;0;0
QNT;Niteroi;Niteroi;Niteroi;BR;QNT;0;0;0
QQH;Harwich ж/д вокзал;Harwich Rail Station;Harwich ж/д вокзал;GB;LON;0;0;0
QQK;Лондон - Кингс Кросс ж/д вокзал;London - Kings Cross Rail Service;Лондон - Кингс Кросс ж/д вокзал;GB;LON;0;0;0
QQN;Бирмингем - Нью Стрит ж/д вокзал;Birmingham - New Street Rail Service;Бирмингем - Нью Стрит ж/д вокзал;GB;BHX;0;0;0
QQU;Лондон - Эустон ж/д вокзал;London - Euston Rail Service;Лондон - Эустон ж/д вокзал;GB;LON;0;0;0
QQW;Лондон - Ватерлоо ж/д вокзал;London - Waterloo Rail Service;Лондон - Ватерлоо ж/д вокзал;GB;LON;0;51.5167;0.1
QQX;Bath ж/д вокзал;Bath Rail Service;Bath ж/д вокзал;GB;QQX;0;0;0
QQY;Йорк ж/д вокзал;York Rail Station;Йорк ж/д вокзал;GB;QQY;0;0;0
QRO;Queretaro;Queretaro;Queretaro;MX;QRO;0;20.6;-100.383
QRV;Аррас;Arras;Аррас;FR;QRV;0;0;0
QWF;Форт-Коллинс автобусный вокзал;Fort Collins Bus Service;Форт-Коллінс автобусний вокзал;US;FNL;0;19.8333;-72.5
QWH;Loveland автобусный вокзал;Loveland Bus Service;Ловленд автобусний вокзал;US;FNL;0;0;0
QWM;Longmont автобусный вокзал;Longmont Bus Service;Лонгмонт автобусний вокзал;US;DEN;0;0;0
QWY;Олбани автобусный вокзал;Albany Bus Service;Олбані автобусний вокзал;US;CVO;0;0;0
QXB;Aix en Provence ж/д вокзал;Aix en Provence Rail Station;Aix en Provence ж/д вокзал;FR;QXB;0;0;0
QYH;Hengelo ж/д вокзал;Hengelo Railway Service;Hengelo ж/д вокзал;NL;QYH;0;0;0
QYM;Амерсфорт ж/д вокзал;Amersfoort Railway Service;Амерсфорт ж/д вокзал;NL;QYM;0;0;0
QYO;Ольштын;Olsztyn;Ольштин;PL;QYO;0;0;0
QYU;Gavle ж/д вокзал;Gavle Rail Station;Gavle ж/д вокзал;SE;GVX;0;0;0
QYX;Уппсала ж/д вокзал;Uppsala Railway Service;Уппсала ж/д вокзал;SE;QYX;0;0;0
RAB;Lakunai;Lakunai;Lakunai;PG;RAB;0;-4.33333;152.367
RAI;Francisco Mendes;Francisco Mendes;Francisco Mendes;CV;RAI;0;14.9253;-23.5031
RAJ;Rajkot гражданский;Rajkot Civil;Райкот цивільний;IN;RAJ;0;22.3058;70.7808
RAK;Менара;Menara;Менара;MA;RAK;3;31.6083;-8.03833
RAO;Leite Lopes;Leite Lopes;Leite Lopes;BR;RAO;0;-21.1358;-47.7733
RAP;Rapid City региональный;Rapid City Regional;Рапід Сіті регіональний;US;RAP;0;44.0433;-103.057
RAR;Раротонга;Rarotonga;Раротонга;CK;RAR;0;-21.2003;-159.8
RBA;Sale;Sale;Sale;MA;RBA;0;34.05;-6.75694
RBG;Roseburg;Roseburg;Roseburg;US;RBG;0;43.2389;-123.36
RBL;Сервисная станция обеспечения полетов;Flight Service Station;Сервісна станція забезпечення польотів;US;RDD;0;40.1566;-122.273
RBR;Pres Medici;Pres Medici;Pres Medici;BR;RBR;0;-9.96667;-67.8
RCE;Roche Harbor;Roche Harbor;Roche Harbor;US;RCE;0;48.5833;-123.167
RDD;Реддинг;Redding;Реддінг;US;RDD;0;40.5083;-122.292
RDG;Ридинг;Reading;Рідінг;US;RDG;0;40.3786;-75.9639
RDM;Roberts Field;Roberts Field;Roberts Field;US;RDM;0;44.2544;-121.151
RDN;Lts Pulau Redang;Lts Pulau Redang;Lts Pulau Redang;MY;RDN;0;5.76528;103.007
RDU;Raleigh Durham;Raleigh Durham;Raleigh Durham;US;RDU;16;35.8753;-78.7819
RDZ;Marcillac;Marcillac;Marcillac;FR;RDZ;0;44.3667;2.51667
REC;Ресифе;Recife;Ресіфе;BR;REC;0;-8.12583;-34.9239
REG;Tito Menniti;Tito Menniti;Tito Menniti;IT;REG;0;38.0753;15.6508
REL;Трелев;Trelew;Трелев;AR;REL;0;-43.2333;-65.3233
REP;Siem Reap;Siem Reap;Siem Reap;KH;REP;1;13.4;103.817
RES;Resistencia;Resistencia;Resistencia;AR;RES;0;-27.4514;-59.0508
REU;Reus;Reus;Reus;ES;REU;0;41.15;1.16944
REX;General Lucio Blanco;General Lucio Blanco;General Lucio Blanco;MX;REX;0;26.0125;-98.23
RFD;Чикаго Rockford;Chicago Rockford;Чікаго Рокфорд;US;CHI;0;42.3036;-89.2221
RFP;Raiatea;Raiatea;Raiatea;PF;RFP;0;-16.7167;-151.467
RGA;Рио-Гранде;Rio Grande;Ріо-Гранде;AR;RGA;0;-53.7792;-67.75
RGI;Rangiroa;Rangiroa;Rangiroa;PF;RGI;0;-14.9667;-147.667
RGL;Rio Gallegos;Rio Gallegos Internacional;Rio Gallegos;AR;RGL;0;-51.6167;-69.2833
RGN;Мингаладон;Mingaladon;Мінгаладон;MM;RGN;0;16.9064;96.1389
RHI;Онейда окр.;Oneida County;Онейда окр.;US;RHI;0;45.6314;-89.4575
RHO;Diagoras;Diagoras;Diagoras;GR;RHO;0;36.3847;28.1183
RIC;Ричмонд;Richmond;Річмонд;US;RIC;0;37.5061;-77.3225
RIL;Garfield окр.;Garfield Cty;Garfield окр.;US;RIL;0;39.5333;-107.783
RIW;Riverton;Riverton;Riverton;US;RIW;0;43.0644;-108.457
RIX;Рига;Riga;Рига;LV;RIX;132;56.925;23.9722
RIY;Riyan Mukalla;Riyan Mukalla;Riyan Mukalla;YE;RIY;0;14.6472;49.3222
RJL;Agoncillo;Agoncillo;Agoncillo;ES;RJL;0;42.4569;-2.32361
RKD;Rockland;Rockland;Rockland;US;RKD;0;44.0592;-69.0981
RKS;Rock Springs;Rock Springs;Rock Springs;US;RKS;0;41.5964;-109.066
RKT;Ras Al Khaimah;Ras Al Khaimah;Ras Al Khaimah;AE;RKT;0;25.75;56
RKV;Рейкъявик внутренний;Reykjavik Domestic;Рейк'явік внутрішній;IS;REK;0;64.1333;-21.95
RLG;Laage;Laage;Laage;DE;RLG;0;53.92;12.2667
RMA;Рим;Roma;Рим;AU;RMA;0;-26.5472;148.773
RMF;Marsa Alam;Marsa Alam;Marsa Alam;EG;RMF;7;25.6333;34.5694
RMI;Мирамаре;Miramare;Мірамаре;IT;RMI;3;44.0208;12.6122
RMQ;Ching Chuan Kang;Ching Chuan Kang;Ching Chuan Kang;TW;TXG;0;24.265;120.621
RMS;Ramsteim;Ramsteim;Ramsteim;DE;RMS;0;49.45;7.55
RNB;Kallinge;Kallinge;Kallinge;SE;RNB;0;56.2583;15.2611
RNN;Борнхольм;Bornholm;Борнхольм;DK;RNN;0;55.0656;14.7578
RNO;Рено Тахо;Reno Tahoe;Рено Тахо;US;RNO;0;39.4978;-119.768
RNS;Saint Jacques;Saint Jacques;Saint Jacques;FR;RNS;4;48.0686;-1.73139
ROA;Roanoke региональный;Roanoke Regional;Roanoke региональный;US;ROA;0;37.3247;-79.9764
ROB;Roberts;Roberts;Roberts;LR;MLW;0;6.23972;-10.3589
ROC;Monroe New York окр.;Monroe Cty New York;Monroe New York окр.;US;ROC;0;43.1214;-77.6708
ROI;Roi Et;Roi Et;Roi Et;TH;ROI;0;16.1153;103.777
ROK;Rockhampton;Rockhampton;Rockhampton;AU;ROK;0;-23.3772;150.475
ROP;Рота;Rota;Рота;MP;ROP;0;14.1683;145.249
ROR;Airai;Airai;Airai;PW;ROR;0;7.36444;134.553
ROS;Фишертон;Fisherton;Фішертон;AR;ROS;0;-32.9333;-60.7833
ROT;Роторуа;Rotorua;Роторуа;NZ;ROT;0;-38.1111;176.317
ROV;Ростов;Rostov;Ростов;RU;ROV;244;47.2552;39.8038
ROW;Industrial Aircenter;Industrial Aircenter;Industrial Aircenter;US;ROW;0;33.2997;-104.53
RPR;Райпур;Raipur;Райпур;IN;RPR;0;21.1667;82.0083
RRG;Rodrigues Island;Rodrigues Island;Rodrigues Island;MU;RRG;0;-19.75;63.35
RRS;Ророс;Roros;Ророс;NO;RRS;0;62.5792;11.3456
RSD;S Eleuthera;S Eleuthera;S Eleuthera;BS;RSD;0;24.8917;-76.1781
RSH;Российская база гидросамолетов;Russian Seaplane Base;Російська база гідролітаків;US;RSH;0;61.7831;-161.319
RST;Рочестер;Rochester;Рочестер;US;RST;0;43.9103;-92.4964
RSU;Yeosu;Yeosu;Yeosu;KR;RSU;0;34.7411;127.73
RSW;Regional Southwest;Regional Southwest;Regional Southwest;US;FMY;0;26.5362;-81.7552
RTB;Роатан;Roatan;Роатан;HN;RTB;0;16.3167;-86.5167
RTM;Роттердам;Rotterdam;Роттердам;NL;RTM;5;51.9583;4.44444
RTW;Саратов;Saratov;Саратів;RU;RTW;6;51.5667;46.0667
RUH;King Khaled;King Khaled;King Khaled;SA;RUH;2;24.9667;46.7
RUN;Gillot;Gillot;Gillot;RE;RUN;0;-20.8772;55.5214
RUT;Rutland;Rutland;Rutland;US;RUT;0;43.5294;-72.9483
